param,rt_0,rt_1,midpoint,k,n_t,t_I,N,S0,I0
55818,1.4000000000000004,4.600000000000003,155,0.2,365,4,100000,99900,100
56753,1.4000000000000004,4.700000000000003,112,0.7000000000000001,365,4,100000,99900,100
15684,1.3000000000000005,3.6000000000000023,159,0.3,365,4,100000,99900,100
77289,1.5000000000000004,4.600000000000003,134,0.7000000000000001,365,4,100000,99900,100
46653,1.4000000000000004,3.9000000000000026,130,0.7000000000000001,365,4,100000,99900,100
81251,1.5000000000000004,4.900000000000004,125,0.5,365,4,100000,99900,100
3484,1.3000000000000005,2.6000000000000014,141,0.4,365,4,100000,99900,100
4728,1.3000000000000005,2.700000000000001,144,0.1,365,4,100000,99900,100
51748,1.4000000000000004,4.3000000000000025,125,0.3,365,4,100000,99900,100
17850,1.3000000000000005,3.8000000000000025,133,0.3,365,4,100000,99900,100
4598,1.3000000000000005,2.700000000000001,127,0.7000000000000001,365,4,100000,99900,100
32051,1.3000000000000005,5.000000000000004,149,0.5,365,4,100000,99900,100
5583,1.3000000000000005,2.8000000000000016,98,0.2,365,4,100000,99900,100
22375,1.3000000000000005,4.200000000000003,108,0.5,365,4,100000,99900,100
74527,1.5000000000000004,4.400000000000003,126,0.2,365,4,100000,99900,100
10920,1.3000000000000005,3.200000000000002,161,0.8,365,4,100000,99900,100
44037,1.4000000000000004,3.7000000000000015,126,0.4,365,4,100000,99900,100
24830,1.3000000000000005,4.400000000000003,122,0.1,365,4,100000,99900,100
22360,1.3000000000000005,4.200000000000003,106,0.5,365,4,100000,99900,100
17697,1.3000000000000005,3.8000000000000025,114,0.1,365,4,100000,99900,100
68128,1.5000000000000004,3.9000000000000026,130,0.4,365,4,100000,99900,100
46495,1.4000000000000004,3.9000000000000026,111,0.1,365,4,100000,99900,100
88126,1.6000000000000003,4.400000000000003,100,0.2,365,4,100000,99900,100
68984,1.5000000000000004,4.000000000000003,83,0.6,365,4,100000,99900,100
80913,1.5000000000000004,4.900000000000004,82,0.8,365,4,100000,99900,100
69188,1.5000000000000004,4.000000000000003,110,0.1,365,4,100000,99900,100
37477,1.4000000000000004,3.200000000000002,107,0.4,365,4,100000,99900,100
13002,1.3000000000000005,3.400000000000002,122,0.1,365,4,100000,99900,100
94050,1.6000000000000003,4.900000000000004,107,0.7000000000000001,365,4,100000,99900,100
55784,1.4000000000000004,4.600000000000003,150,0.8,365,4,100000,99900,100
34215,1.4000000000000004,2.9000000000000017,126,0.6,365,4,100000,99900,100
54448,1.4000000000000004,4.500000000000004,143,0.3,365,4,100000,99900,100
36614,1.4000000000000004,3.100000000000002,148,0.8,365,4,100000,99900,100
19433,1.3000000000000005,3.9000000000000026,183,0.3,365,4,100000,99900,100
61780,1.5000000000000004,3.200000000000002,84,0.8,365,4,100000,99900,100
64473,1.5000000000000004,3.6000000000000023,101,0.7000000000000001,365,4,100000,99900,100
91596,1.6000000000000003,4.700000000000003,105,0.7000000000000001,365,4,100000,99900,100
8149,1.3000000000000005,3.0000000000000018,116,0.5,365,4,100000,99900,100
64575,1.5000000000000004,3.6000000000000023,114,0.6,365,4,100000,99900,100
72971,1.5000000000000004,4.3000000000000025,99,0.7000000000000001,365,4,100000,99900,100
9801,1.3000000000000005,3.100000000000002,172,0.2,365,4,100000,99900,100
86205,1.6000000000000003,4.200000000000003,122,0.7000000000000001,365,4,100000,99900,100
55880,1.4000000000000004,4.600000000000003,162,0.8,365,4,100000,99900,100
73052,1.5000000000000004,4.3000000000000025,109,0.8,365,4,100000,99900,100
50438,1.4000000000000004,4.200000000000003,121,0.7000000000000001,365,4,100000,99900,100
79998,1.5000000000000004,4.800000000000003,137,0.1,365,4,100000,99900,100
27523,1.3000000000000005,4.600000000000003,166,0.2,365,4,100000,99900,100
59499,1.4000000000000004,4.900000000000004,138,0.2,365,4,100000,99900,100
58133,1.4000000000000004,4.800000000000003,126,0.2,365,4,100000,99900,100
59586,1.4000000000000004,4.900000000000004,149,0.1,365,4,100000,99900,100
13483,1.3000000000000005,3.400000000000002,182,0.2,365,4,100000,99900,100
26066,1.3000000000000005,4.500000000000004,130,0.2,365,4,100000,99900,100
16563,1.3000000000000005,3.7000000000000015,120,0.3,365,4,100000,99900,100
13091,1.3000000000000005,3.400000000000002,133,0.2,365,4,100000,99900,100
18163,1.3000000000000005,3.8000000000000025,172,0.4,365,4,100000,99900,100
59239,1.4000000000000004,4.900000000000004,105,0.6,365,4,100000,99900,100
41654,1.4000000000000004,3.500000000000002,151,0.8,365,4,100000,99900,100
81393,1.5000000000000004,4.900000000000004,143,0.3,365,4,100000,99900,100
75800,1.5000000000000004,4.500000000000004,116,0.7000000000000001,365,4,100000,99900,100
14568,1.3000000000000005,3.500000000000002,168,0.5,365,4,100000,99900,100
89332,1.6000000000000003,4.500000000000004,112,0.7000000000000001,365,4,100000,99900,100
91567,1.6000000000000003,4.700000000000003,102,0.2,365,4,100000,99900,100
19314,1.3000000000000005,3.9000000000000026,168,0.4,365,4,100000,99900,100
89059,1.6000000000000003,4.500000000000004,76,0.8,365,4,100000,99900,100
88167,1.6000000000000003,4.400000000000003,105,0.3,365,4,100000,99900,100
14370,1.3000000000000005,3.500000000000002,143,0.7000000000000001,365,4,100000,99900,100
22858,1.3000000000000005,4.200000000000003,169,0.3,365,4,100000,99900,100
60796,1.4000000000000004,5.000000000000004,141,0.8,365,4,100000,99900,100
45250,1.4000000000000004,3.8000000000000025,116,0.6,365,4,100000,99900,100
58165,1.4000000000000004,4.800000000000003,130,0.2,365,4,100000,99900,100
69284,1.5000000000000004,4.000000000000003,122,0.1,365,4,100000,99900,100
59614,1.4000000000000004,4.900000000000004,152,0.5,365,4,100000,99900,100
15718,1.3000000000000005,3.6000000000000023,163,0.5,365,4,100000,99900,100
99450,1.7000000000000006,5.000000000000004,105,0.4,365,4,100000,99900,100
11916,1.3000000000000005,3.300000000000002,136,0.2,365,4,100000,99900,100
16798,1.3000000000000005,3.7000000000000015,149,0.6,365,4,100000,99900,100
40050,1.4000000000000004,3.400000000000002,113,0.5,365,4,100000,99900,100
70360,1.5000000000000004,4.100000000000003,99,0.3,365,4,100000,99900,100
83591,1.6000000000000003,3.500000000000002,72,0.8,365,4,100000,99900,100
5064,1.3000000000000005,2.700000000000001,186,0.1,365,4,100000,99900,100
1055,1.3000000000000005,2.400000000000001,128,0.5,365,4,100000,99900,100
42495,1.4000000000000004,3.6000000000000023,94,0.8,365,4,100000,99900,100
30927,1.3000000000000005,4.900000000000004,154,0.5,365,4,100000,99900,100
5778,1.3000000000000005,2.8000000000000016,123,0.2,365,4,100000,99900,100
67812,1.5000000000000004,3.9000000000000026,90,0.7000000000000001,365,4,100000,99900,100
8215,1.3000000000000005,3.0000000000000018,124,0.8,365,4,100000,99900,100
26079,1.3000000000000005,4.500000000000004,131,0.7000000000000001,365,4,100000,99900,100
56870,1.4000000000000004,4.700000000000003,127,0.4,365,4,100000,99900,100
60606,1.4000000000000004,5.000000000000004,118,0.2,365,4,100000,99900,100
77253,1.5000000000000004,4.600000000000003,130,0.3,365,4,100000,99900,100
30659,1.3000000000000005,4.900000000000004,121,0.1,365,4,100000,99900,100
28256,1.3000000000000005,4.700000000000003,111,0.8,365,4,100000,99900,100
52917,1.4000000000000004,4.400000000000003,111,0.4,365,4,100000,99900,100
63777,1.5000000000000004,3.500000000000002,145,0.8,365,4,100000,99900,100
64381,1.5000000000000004,3.6000000000000023,88,0.7000000000000001,365,4,100000,99900,100
43042,1.4000000000000004,3.6000000000000023,163,0.3,365,4,100000,99900,100
70567,1.5000000000000004,4.100000000000003,125,0.2,365,4,100000,99900,100
66727,1.5000000000000004,3.8000000000000025,103,0.7000000000000001,365,4,100000,99900,100
2121,1.3000000000000005,2.5000000000000013,120,0.6,365,4,100000,99900,100
20069,1.3000000000000005,4.000000000000003,114,0.7000000000000001,365,4,100000,99900,100
62438,1.5000000000000004,3.400000000000002,94,0.5,365,4,100000,99900,100
5941,1.3000000000000005,2.8000000000000016,143,0.5,365,4,100000,99900,100
93959,1.6000000000000003,4.900000000000004,96,0.4,365,4,100000,99900,100
45179,1.4000000000000004,3.8000000000000025,107,0.7000000000000001,365,4,100000,99900,100
57046,1.4000000000000004,4.700000000000003,149,0.4,365,4,100000,99900,100
15435,1.3000000000000005,3.6000000000000023,128,0.2,365,4,100000,99900,100
33391,1.4000000000000004,2.8000000000000016,122,0.5,365,4,100000,99900,100
13097,1.3000000000000005,3.400000000000002,133,0.8,365,4,100000,99900,100
7167,1.3000000000000005,2.9000000000000017,144,0.8,365,4,100000,99900,100
31918,1.3000000000000005,5.000000000000004,132,0.8,365,4,100000,99900,100
97460,1.7000000000000006,4.800000000000003,87,0.6,365,4,100000,99900,100
50566,1.4000000000000004,4.200000000000003,137,0.7000000000000001,365,4,100000,99900,100
75914,1.5000000000000004,4.500000000000004,131,0.1,365,4,100000,99900,100
28194,1.3000000000000005,4.700000000000003,103,0.3,365,4,100000,99900,100
77243,1.5000000000000004,4.600000000000003,129,0.1,365,4,100000,99900,100
98338,1.7000000000000006,4.900000000000004,86,0.3,365,4,100000,99900,100
86165,1.6000000000000003,4.200000000000003,117,0.7000000000000001,365,4,100000,99900,100
92735,1.6000000000000003,4.800000000000003,97,0.1,365,4,100000,99900,100
10481,1.3000000000000005,3.200000000000002,106,0.7000000000000001,365,4,100000,99900,100
88049,1.6000000000000003,4.400000000000003,90,0.1,365,4,100000,99900,100
53141,1.4000000000000004,4.400000000000003,139,0.4,365,4,100000,99900,100
36352,1.4000000000000004,3.100000000000002,116,0.2,365,4,100000,99900,100
86971,1.6000000000000003,4.3000000000000025,88,0.7000000000000001,365,4,100000,99900,100
82554,1.5000000000000004,5.000000000000004,120,0.8,365,4,100000,99900,100
59535,1.4000000000000004,4.900000000000004,142,0.6,365,4,100000,99900,100
41152,1.4000000000000004,3.500000000000002,88,0.5,365,4,100000,99900,100
58078,1.4000000000000004,4.800000000000003,119,0.3,365,4,100000,99900,100
7302,1.3000000000000005,2.9000000000000017,161,0.7000000000000001,365,4,100000,99900,100
85072,1.6000000000000003,4.100000000000003,103,0.8,365,4,100000,99900,100
47836,1.4000000000000004,4.000000000000003,117,0.5,365,4,100000,99900,100
52756,1.4000000000000004,4.400000000000003,90,0.8,365,4,100000,99900,100
16783,1.3000000000000005,3.7000000000000015,147,0.7000000000000001,365,4,100000,99900,100
54472,1.4000000000000004,4.500000000000004,146,0.3,365,4,100000,99900,100
87211,1.6000000000000003,4.3000000000000025,119,0.5,365,4,100000,99900,100
31144,1.3000000000000005,4.900000000000004,181,0.6,365,4,100000,99900,100
31830,1.3000000000000005,5.000000000000004,121,0.7000000000000001,365,4,100000,99900,100
84207,1.6000000000000003,4.000000000000003,90,0.5,365,4,100000,99900,100
54503,1.4000000000000004,4.500000000000004,150,0.2,365,4,100000,99900,100
70447,1.5000000000000004,4.100000000000003,110,0.2,365,4,100000,99900,100
14218,1.3000000000000005,3.500000000000002,124,0.7000000000000001,365,4,100000,99900,100
28560,1.3000000000000005,4.700000000000003,150,0.2,365,4,100000,99900,100
8286,1.3000000000000005,3.0000000000000018,133,0.7000000000000001,365,4,100000,99900,100
75941,1.5000000000000004,4.500000000000004,134,0.4,365,4,100000,99900,100
73036,1.5000000000000004,4.3000000000000025,107,0.8,365,4,100000,99900,100
21388,1.3000000000000005,4.100000000000003,132,0.3,365,4,100000,99900,100
12355,1.3000000000000005,3.300000000000002,191,0.1,365,4,100000,99900,100
55531,1.4000000000000004,4.600000000000003,119,0.3,365,4,100000,99900,100
60826,1.4000000000000004,5.000000000000004,145,0.6,365,4,100000,99900,100
73000,1.5000000000000004,4.3000000000000025,103,0.4,365,4,100000,99900,100
76060,1.5000000000000004,4.500000000000004,149,0.3,365,4,100000,99900,100
65559,1.5000000000000004,3.7000000000000015,100,0.7000000000000001,365,4,100000,99900,100
75879,1.5000000000000004,4.500000000000004,126,0.6,365,4,100000,99900,100
33482,1.4000000000000004,2.8000000000000016,138,0.2,365,4,100000,99900,100
11881,1.3000000000000005,3.300000000000002,131,0.7000000000000001,365,4,100000,99900,100
51821,1.4000000000000004,4.3000000000000025,134,0.4,365,4,100000,99900,100
31089,1.3000000000000005,4.900000000000004,174,0.7000000000000001,365,4,100000,99900,100
21649,1.3000000000000005,4.100000000000003,164,0.8,365,4,100000,99900,100
54431,1.4000000000000004,4.500000000000004,141,0.2,365,4,100000,99900,100
24815,1.3000000000000005,4.400000000000003,120,0.2,365,4,100000,99900,100
46431,1.4000000000000004,3.9000000000000026,103,0.1,365,4,100000,99900,100
20249,1.3000000000000005,4.000000000000003,137,0.3,365,4,100000,99900,100
9456,1.3000000000000005,3.100000000000002,129,0.1,365,4,100000,99900,100
94081,1.6000000000000003,4.900000000000004,111,0.6,365,4,100000,99900,100
97525,1.7000000000000006,4.800000000000003,97,0.4,365,4,100000,99900,100
77094,1.5000000000000004,4.600000000000003,110,0.4,365,4,100000,99900,100
53013,1.4000000000000004,4.400000000000003,123,0.4,365,4,100000,99900,100
21367,1.3000000000000005,4.100000000000003,129,0.6,365,4,100000,99900,100
40008,1.4000000000000004,3.400000000000002,108,0.3,365,4,100000,99900,100
98482,1.7000000000000006,4.900000000000004,105,0.7000000000000001,365,4,100000,99900,100
28799,1.3000000000000005,4.700000000000003,180,0.1,365,4,100000,99900,100
2147,1.3000000000000005,2.5000000000000013,123,0.8,365,4,100000,99900,100
85048,1.6000000000000003,4.100000000000003,100,0.7000000000000001,365,4,100000,99900,100
48161,1.4000000000000004,4.000000000000003,158,0.2,365,4,100000,99900,100
42697,1.4000000000000004,3.6000000000000023,120,0.2,365,4,100000,99900,100
99177,1.7000000000000006,5.000000000000004,68,0.3,365,4,100000,99900,100
5807,1.3000000000000005,2.8000000000000016,126,0.7000000000000001,365,4,100000,99900,100
4634,1.3000000000000005,2.700000000000001,132,0.3,365,4,100000,99900,100
91680,1.6000000000000003,4.700000000000003,116,0.3,365,4,100000,99900,100
3276,1.3000000000000005,2.6000000000000014,115,0.3,365,4,100000,99900,100
31038,1.3000000000000005,4.900000000000004,168,0.4,365,4,100000,99900,100
54055,1.4000000000000004,4.500000000000004,94,0.2,365,4,100000,99900,100
1972,1.3000000000000005,2.5000000000000013,100,0.5,365,4,100000,99900,100
35504,1.4000000000000004,3.0000000000000018,152,0.4,365,4,100000,99900,100
88155,1.6000000000000003,4.400000000000003,103,0.7000000000000001,365,4,100000,99900,100
39854,1.4000000000000004,3.400000000000002,88,0.2,365,4,100000,99900,100
10901,1.3000000000000005,3.200000000000002,159,0.5,365,4,100000,99900,100
73273,1.5000000000000004,4.3000000000000025,137,0.5,365,4,100000,99900,100
35092,1.4000000000000004,3.0000000000000018,100,0.4,365,4,100000,99900,100
74272,1.5000000000000004,4.400000000000003,94,0.3,365,4,100000,99900,100
93964,1.6000000000000003,4.900000000000004,97,0.1,365,4,100000,99900,100
21603,1.3000000000000005,4.100000000000003,159,0.2,365,4,100000,99900,100
68236,1.5000000000000004,3.9000000000000026,143,0.8,365,4,100000,99900,100
25897,1.3000000000000005,4.500000000000004,108,0.6,365,4,100000,99900,100
28723,1.3000000000000005,4.700000000000003,170,0.5,365,4,100000,99900,100
27154,1.3000000000000005,4.600000000000003,120,0.1,365,4,100000,99900,100
22370,1.3000000000000005,4.200000000000003,107,0.8,365,4,100000,99900,100
15305,1.3000000000000005,3.6000000000000023,111,0.7000000000000001,365,4,100000,99900,100
9401,1.3000000000000005,3.100000000000002,122,0.2,365,4,100000,99900,100
68238,1.5000000000000004,3.9000000000000026,144,0.2,365,4,100000,99900,100
6048,1.3000000000000005,2.8000000000000016,156,0.8,365,4,100000,99900,100
22785,1.3000000000000005,4.200000000000003,160,0.2,365,4,100000,99900,100
61698,1.5000000000000004,3.100000000000002,79,0.6,365,4,100000,99900,100
64332,1.5000000000000004,3.6000000000000023,81,0.7000000000000001,365,4,100000,99900,100
54351,1.4000000000000004,4.500000000000004,131,0.2,365,4,100000,99900,100
84272,1.6000000000000003,4.000000000000003,101,0.6,365,4,100000,99900,100
22405,1.3000000000000005,4.200000000000003,112,0.4,365,4,100000,99900,100
30879,1.3000000000000005,4.900000000000004,148,0.5,365,4,100000,99900,100
26060,1.3000000000000005,4.500000000000004,129,0.4,365,4,100000,99900,100
49386,1.4000000000000004,4.100000000000003,150,0.7000000000000001,365,4,100000,99900,100
29447,1.3000000000000005,4.800000000000003,115,0.2,365,4,100000,99900,100
29369,1.3000000000000005,4.800000000000003,104,0.6,365,4,100000,99900,100
21290,1.3000000000000005,4.100000000000003,119,0.8,365,4,100000,99900,100
61916,1.5000000000000004,3.300000000000002,91,0.7000000000000001,365,4,100000,99900,100
31004,1.3000000000000005,4.900000000000004,164,0.2,365,4,100000,99900,100
9820,1.3000000000000005,3.100000000000002,174,0.5,365,4,100000,99900,100
4863,1.3000000000000005,2.700000000000001,160,0.8,365,4,100000,99900,100
79834,1.5000000000000004,4.800000000000003,116,0.5,365,4,100000,99900,100
96440,1.7000000000000006,4.500000000000004,78,0.6,365,4,100000,99900,100
58418,1.4000000000000004,4.800000000000003,161,0.7000000000000001,365,4,100000,99900,100
62345,1.5000000000000004,3.400000000000002,81,0.3,365,4,100000,99900,100
83630,1.6000000000000003,3.7000000000000015,74,0.8,365,4,100000,99900,100
4874,1.3000000000000005,2.700000000000001,162,0.3,365,4,100000,99900,100
98234,1.7000000000000006,4.900000000000004,71,0.4,365,4,100000,99900,100
12073,1.3000000000000005,3.300000000000002,155,0.7000000000000001,365,4,100000,99900,100
31758,1.3000000000000005,5.000000000000004,112,0.7000000000000001,365,4,100000,99900,100
48153,1.4000000000000004,4.000000000000003,157,0.2,365,4,100000,99900,100
13108,1.3000000000000005,3.400000000000002,135,0.3,365,4,100000,99900,100
81398,1.5000000000000004,4.900000000000004,143,0.8,365,4,100000,99900,100
87934,1.6000000000000003,4.400000000000003,73,0.6,365,4,100000,99900,100
52074,1.4000000000000004,4.3000000000000025,166,0.1,365,4,100000,99900,100
50276,1.4000000000000004,4.200000000000003,101,0.5,365,4,100000,99900,100
20561,1.3000000000000005,4.000000000000003,176,0.3,365,4,100000,99900,100
13626,1.3000000000000005,3.400000000000002,200,0.1,365,4,100000,99900,100
55510,1.4000000000000004,4.600000000000003,116,0.6,365,4,100000,99900,100
76035,1.5000000000000004,4.500000000000004,146,0.2,365,4,100000,99900,100
48121,1.4000000000000004,4.000000000000003,153,0.2,365,4,100000,99900,100
68127,1.5000000000000004,3.9000000000000026,130,0.3,365,4,100000,99900,100
63487,1.5000000000000004,3.500000000000002,109,0.5,365,4,100000,99900,100
21234,1.3000000000000005,4.100000000000003,112,0.7000000000000001,365,4,100000,99900,100
61910,1.5000000000000004,3.300000000000002,90,0.7000000000000001,365,4,100000,99900,100
46361,1.4000000000000004,3.9000000000000026,94,0.3,365,4,100000,99900,100
15551,1.3000000000000005,3.6000000000000023,142,0.6,365,4,100000,99900,100
15706,1.3000000000000005,3.6000000000000023,162,0.1,365,4,100000,99900,100
51889,1.4000000000000004,4.3000000000000025,142,0.8,365,4,100000,99900,100
62698,1.5000000000000004,3.400000000000002,130,0.8,365,4,100000,99900,100
32089,1.3000000000000005,5.000000000000004,154,0.3,365,4,100000,99900,100
55435,1.4000000000000004,4.600000000000003,107,0.3,365,4,100000,99900,100
11055,1.3000000000000005,3.200000000000002,178,0.7000000000000001,365,4,100000,99900,100
9763,1.3000000000000005,3.100000000000002,167,0.4,365,4,100000,99900,100
53287,1.4000000000000004,4.400000000000003,157,0.6,365,4,100000,99900,100
43863,1.4000000000000004,3.7000000000000015,104,0.6,365,4,100000,99900,100
84306,1.6000000000000003,4.000000000000003,107,0.5,365,4,100000,99900,100
99433,1.7000000000000006,5.000000000000004,103,0.3,365,4,100000,99900,100
34220,1.4000000000000004,2.9000000000000017,127,0.3,365,4,100000,99900,100
50633,1.4000000000000004,4.200000000000003,146,0.2,365,4,100000,99900,100
71785,1.5000000000000004,4.200000000000003,116,0.5,365,4,100000,99900,100
47887,1.4000000000000004,4.000000000000003,123,0.8,365,4,100000,99900,100
64428,1.5000000000000004,3.6000000000000023,95,0.5,365,4,100000,99900,100
4864,1.3000000000000005,2.700000000000001,161,0.1,365,4,100000,99900,100
14304,1.3000000000000005,3.500000000000002,135,0.5,365,4,100000,99900,100
31877,1.3000000000000005,5.000000000000004,127,0.7000000000000001,365,4,100000,99900,100
4549,1.3000000000000005,2.700000000000001,121,0.6,365,4,100000,99900,100
38997,1.4000000000000004,3.300000000000002,141,0.8,365,4,100000,99900,100
54407,1.4000000000000004,4.500000000000004,138,0.2,365,4,100000,99900,100
44034,1.4000000000000004,3.7000000000000015,126,0.1,365,4,100000,99900,100
58445,1.4000000000000004,4.800000000000003,165,0.2,365,4,100000,99900,100
18185,1.3000000000000005,3.8000000000000025,175,0.2,365,4,100000,99900,100
74438,1.5000000000000004,4.400000000000003,115,0.1,365,4,100000,99900,100
96535,1.7000000000000006,4.600000000000003,85,0.6,365,4,100000,99900,100
45530,1.4000000000000004,3.8000000000000025,151,0.6,365,4,100000,99900,100
71936,1.5000000000000004,4.200000000000003,135,0.4,365,4,100000,99900,100
64462,1.5000000000000004,3.6000000000000023,100,0.4,365,4,100000,99900,100
25320,1.3000000000000005,4.400000000000003,183,0.4,365,4,100000,99900,100
1489,1.3000000000000005,2.400000000000001,183,0.1,365,4,100000,99900,100
60682,1.4000000000000004,5.000000000000004,127,0.6,365,4,100000,99900,100
10650,1.3000000000000005,3.200000000000002,128,0.2,365,4,100000,99900,100
70375,1.5000000000000004,4.100000000000003,101,0.2,365,4,100000,99900,100
15469,1.3000000000000005,3.6000000000000023,132,0.4,365,4,100000,99900,100
6880,1.3000000000000005,2.9000000000000017,108,0.8,365,4,100000,99900,100
51626,1.4000000000000004,4.3000000000000025,110,0.1,365,4,100000,99900,100
37796,1.4000000000000004,3.200000000000002,147,0.3,365,4,100000,99900,100
81048,1.5000000000000004,4.900000000000004,100,0.2,365,4,100000,99900,100
25134,1.3000000000000005,4.400000000000003,160,0.2,365,4,100000,99900,100
32049,1.3000000000000005,5.000000000000004,149,0.3,365,4,100000,99900,100
31104,1.3000000000000005,4.900000000000004,176,0.6,365,4,100000,99900,100
33286,1.4000000000000004,2.8000000000000016,106,0.7000000000000001,365,4,100000,99900,100
37569,1.4000000000000004,3.200000000000002,118,0.8,365,4,100000,99900,100
10924,1.3000000000000005,3.200000000000002,162,0.4,365,4,100000,99900,100
62662,1.5000000000000004,3.400000000000002,125,0.4,365,4,100000,99900,100
33137,1.4000000000000004,2.8000000000000016,85,0.5,365,4,100000,99900,100
36337,1.4000000000000004,3.100000000000002,114,0.3,365,4,100000,99900,100
96774,1.7000000000000006,4.700000000000003,77,0.5,365,4,100000,99900,100
68974,1.5000000000000004,4.000000000000003,82,0.3,365,4,100000,99900,100
4775,1.3000000000000005,2.700000000000001,149,0.8,365,4,100000,99900,100
7386,1.3000000000000005,2.9000000000000017,172,0.3,365,4,100000,99900,100
97366,1.7000000000000006,4.800000000000003,74,0.2,365,4,100000,99900,100
24762,1.3000000000000005,4.400000000000003,113,0.4,365,4,100000,99900,100
45543,1.4000000000000004,3.8000000000000025,153,0.3,365,4,100000,99900,100
47656,1.4000000000000004,4.000000000000003,95,0.1,365,4,100000,99900,100
84181,1.6000000000000003,4.000000000000003,86,0.5,365,4,100000,99900,100
71667,1.5000000000000004,4.200000000000003,101,0.7000000000000001,365,4,100000,99900,100
8214,1.3000000000000005,3.0000000000000018,124,0.7000000000000001,365,4,100000,99900,100
88122,1.6000000000000003,4.400000000000003,99,0.6,365,4,100000,99900,100
177,1.3000000000000005,2.200000000000001,105,0.2,365,4,100000,99900,100
97490,1.7000000000000006,4.800000000000003,91,0.8,365,4,100000,99900,100
14138,1.3000000000000005,3.500000000000002,114,0.7000000000000001,365,4,100000,99900,100
57007,1.4000000000000004,4.700000000000003,144,0.5,365,4,100000,99900,100
41208,1.4000000000000004,3.500000000000002,96,0.2,365,4,100000,99900,100
19075,1.3000000000000005,3.9000000000000026,138,0.5,365,4,100000,99900,100
26059,1.3000000000000005,4.500000000000004,129,0.3,365,4,100000,99900,100
4591,1.3000000000000005,2.700000000000001,126,0.8,365,4,100000,99900,100
42717,1.4000000000000004,3.6000000000000023,122,0.6,365,4,100000,99900,100
79573,1.5000000000000004,4.800000000000003,83,0.5,365,4,100000,99900,100
66901,1.5000000000000004,3.8000000000000025,125,0.5,365,4,100000,99900,100
52766,1.4000000000000004,4.400000000000003,92,0.4,365,4,100000,99900,100
51831,1.4000000000000004,4.3000000000000025,135,0.6,365,4,100000,99900,100
14520,1.3000000000000005,3.500000000000002,162,0.5,365,4,100000,99900,100
16642,1.3000000000000005,3.7000000000000015,130,0.2,365,4,100000,99900,100
27034,1.3000000000000005,4.600000000000003,104,0.3,365,4,100000,99900,100
37413,1.4000000000000004,3.200000000000002,99,0.4,365,4,100000,99900,100
45233,1.4000000000000004,3.8000000000000025,114,0.5,365,4,100000,99900,100
50280,1.4000000000000004,4.200000000000003,102,0.1,365,4,100000,99900,100
15399,1.3000000000000005,3.6000000000000023,123,0.6,365,4,100000,99900,100
599,1.3000000000000005,2.300000000000001,161,0.6,365,4,100000,99900,100
20417,1.3000000000000005,4.000000000000003,158,0.3,365,4,100000,99900,100
50265,1.4000000000000004,4.200000000000003,100,0.2,365,4,100000,99900,100
38709,1.4000000000000004,3.300000000000002,105,0.8,365,4,100000,99900,100
89409,1.6000000000000003,4.500000000000004,122,0.4,365,4,100000,99900,100
1313,1.3000000000000005,2.400000000000001,161,0.1,365,4,100000,99900,100
24684,1.3000000000000005,4.400000000000003,102,0.8,365,4,100000,99900,100
29602,1.3000000000000005,4.800000000000003,134,0.6,365,4,100000,99900,100
14448,1.3000000000000005,3.500000000000002,153,0.5,365,4,100000,99900,100
1022,1.3000000000000005,2.400000000000001,124,0.1,365,4,100000,99900,100
10701,1.3000000000000005,3.200000000000002,134,0.5,365,4,100000,99900,100
75666,1.5000000000000004,4.500000000000004,100,0.1,365,4,100000,99900,100
96381,1.7000000000000006,4.400000000000003,70,0.7000000000000001,365,4,100000,99900,100
68278,1.5000000000000004,3.9000000000000026,149,0.2,365,4,100000,99900,100
33989,1.4000000000000004,2.9000000000000017,95,0.8,365,4,100000,99900,100
15505,1.3000000000000005,3.6000000000000023,136,0.8,365,4,100000,99900,100
41662,1.4000000000000004,3.500000000000002,152,0.8,365,4,100000,99900,100
50589,1.4000000000000004,4.200000000000003,140,0.6,365,4,100000,99900,100
75658,1.5000000000000004,4.500000000000004,99,0.1,365,4,100000,99900,100
1043,1.3000000000000005,2.400000000000001,126,0.8,365,4,100000,99900,100
88290,1.6000000000000003,4.400000000000003,120,0.6,365,4,100000,99900,100
15843,1.3000000000000005,3.6000000000000023,179,0.2,365,4,100000,99900,100
49000,1.4000000000000004,4.100000000000003,102,0.5,365,4,100000,99900,100
9738,1.3000000000000005,3.100000000000002,164,0.3,365,4,100000,99900,100
30864,1.3000000000000005,4.900000000000004,146,0.6,365,4,100000,99900,100
2322,1.3000000000000005,2.5000000000000013,145,0.7000000000000001,365,4,100000,99900,100
95065,1.6000000000000003,5.000000000000004,75,0.7000000000000001,365,4,100000,99900,100
60495,1.4000000000000004,5.000000000000004,104,0.3,365,4,100000,99900,100
55540,1.4000000000000004,4.600000000000003,120,0.4,365,4,100000,99900,100
94108,1.6000000000000003,4.900000000000004,115,0.1,365,4,100000,99900,100
45316,1.4000000000000004,3.8000000000000025,124,0.8,365,4,100000,99900,100
9471,1.3000000000000005,3.100000000000002,130,0.8,365,4,100000,99900,100
54238,1.4000000000000004,4.500000000000004,117,0.1,365,4,100000,99900,100
9658,1.3000000000000005,3.100000000000002,154,0.3,365,4,100000,99900,100
46404,1.4000000000000004,3.9000000000000026,99,0.6,365,4,100000,99900,100
